HS Code,Description,CD,SD,VAT,AIT,RD,ATV,
87112099,Piston Engine;Capacity >50cc not >250cc;NES(CBU/CKD);Two Stroke Engine,CD 25%,SD 250%,VAT 15%,AIT 5%,RD 3%,ATV 5%,448.57,
87113000,Motorcycles With reciprocating internal combustion ... a cylinder capacity 250-500cc,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87114000,Motorcycles with reciprocating piston engine of capacity 500-800cc,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87115000,Motorcycles with reciprocating piston engine of capacity >800cc,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87116000,Motorcycles (including mopeds)...; side-cars.; With electric motor for propulsion,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87119000,Electric Battery Operated Two-Wheeler,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87120000,Bicycles And Other Cycles; Not Motorized,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87131000,Invalid Carriages; Not Mechanically Propelled,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
87139000,Invalid Carriages; Motorised Or Otherwise Mechanically Propelled,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,26.33,
87141010,Parts and acce. Of Motorcycles; Saddles,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87141020,FUEL TANK OF MOTORCYCLE,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87141090,Parts and acce. Of Motorcycles; EXCLUDING  Saddles,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87142000,Parts And Accessories Of Invalid Carriages,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149100,Frames and forks; and parts thereof,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149210,Wheel Rims & Spokes Of Bicycles & Other Cycles; Not Motorised,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
87149290,Wheel Rims & Spokes Of Bicycles & Other Cycles (Excl. Not Motorised),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149310,Hubs;Other Than Coaster Braking Hubs & Hub .... Of Bicycle ;Not Motorised,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87149390,Hubs;Other Than Coaster Braking Hubs & ....Of Bicycles (Excl.Not Motorised,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149410,Brakes;Including Coaster Braking Hubs & Hubs...Of Bicycles; Not Motorised,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149490,Brakes;Including Coaster Braking Hubs &..Of Bicycle (Excl.Not Motorised),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149510,Saddles Of Bicycles & Other; Not Motorised,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149590,Saddles Of Bicycles & Other (Excl. Not Motorised),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149610,Pedals & Crank-Gear Of Bicycles & Other; Not Motorised,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
87149690,Pedals & Crank-Gear Of Bicycles & Other (Excl. Not Motorised),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87149900,Parts and accessories of cycles; nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87150000,Baby Carriages And Parts Thereof,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87161000,Trailers And Semi-Trailers Of The Caravan Type; For Housing Or Camping,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
87162000,Self-Loading/Unloading Trailers And Semi-Trailers For Agriculture,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87163100,Tanker Trailers And Tanker Semi-Trailers,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87163900,Trailers And Semi-Trailers For The Transport Of Goods; Nes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
87164000,Trailers And Semi-Trailers; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87168000,Vehicles; Not Mechanically Propelled; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
87169000,Parts Of Trailers; Semi-Trailers; Etc; Of 87.16,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
88010000,Balloons and dirigibles; gliders; hang gliders and other nonpowered aircraft.,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
88021100,Helicopters Of An Unladen Weight =<2000kg,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
88021200,Helicopters Of An Unladen Weight >2000kg,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
88022000,Aeroplanes And Other Aircraft; Nes; Of An Unladen Weight =<2000kg,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88023000,Aeroplanes And Other Aircraft; Nes; Of An Unladen Weight 2000-15000kg,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88024000,Aeroplanes And Other Aircraft; Nes; Of An Unladen Weight >15000kg,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88026000,Spacecraft (Incl.Satellites) And Suborbital And Spacecraft Launch Vehicles,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
88031000,Propellers And Rotors And Parts Thereof,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88032000,Under-Carriages And Parts Thereof,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88033000,Parts Of Aeroplanes Or Helicopters; Nes,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88039000,Parts Of Aircraft (Excl. Aeroplanes/Helicopters),CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
88040000,Parachutes(Inc.Dirigible Parachutes/Paragliders)&RotochutesParts There To,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
88051000,Aircraft Launching Gear; Deck-Arrestors... And Parts Thereof,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
88052100,AIR COMBAT SIMULATORS AND PARTS THEREOF,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
88052900,GROUND FLYING TRAINERS AND PARTS THEREOF;EXCLUDING AIR COMBAT SIMULATORS,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
89011010,Vessels capa. <=3000 DWT for regi. Bangladesh oper. in ocean at least 3 conse. year,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89011020,VESSELS CAPACITY 3001-5000 DWT FOR REG.IN BD OPERATING IN OCEAN AT 3 CONSE.YEARS,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89011030,VESSEL CAPACITY >5000 DWT FOR REG. IN BD OPERATING IN OCEAN FOR AT LEAST 3 CON. YRS,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,26.33,
89011090,Cruise ships; excursion boats; etc; for people; ferry boats; nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89012010,Vessels capa.=<3000 DWT for regi.in BD operating in ocean at least 3 consec year,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89012020,VESELS CAPACITY 3001-5000 DWT FOR REG.IN BD OPERATING IN OCEAN FOR AT LEAST 3 CONSE.YRS,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89012030,VESELS CAPACITY >5000 FOR REG. IN BD OPERATING IN OCEAN FOR AT LEAST 3 CONSE.YRS,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,26.33,
89012090,Tankers; nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89013010,Vessels capa. <=3000 DWT for regi.in BD operating in ocean at least 3 consec year,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89013020,VESELS CAPACITY >3000-<=5000 FOR REG. IN BD OPERATING IN OCEAN FOR AT LEAST 3 CONSE.YRS,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89013030,VESEL CAPACITY >5000 DWT FOR REG. IN BD OPERATING IN OCEAN FOR AT LEAST 3 CONSE. YRS,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,26.33,
89013090,Refrigerated vessels; nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89019010,Vessels capa. <=3000 DWT for regi.in BD operating in ocean at least 3 consec year,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89019020,VESEL CAPACITY >3000-<=5000 DWT FOR REG. IN BD OPER. IN OCEAN FOR AT LEAST 3 CONSE. YRS,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89019030,VESEL CAPACITY >5000 DWT FOR REG. IN BD OPERATING IN OCEAN FOR AT LEAST 3 CONSE. YRS,CD 0%,SD 0%,VAT 15%,AIT 2%,RD 0%,ATV 5%,23.33,
89019090,Vessels for the transport of goods and both persons and goods; nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89020000,Fishing Vessels; Factory Ships;Etc; For Processing/Preserving Fish Prducts,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
89031000,Inflatable Boats And Other Vessels For Pleasure Or Sports,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89039100,Sailboats For Pleasure Or Sports,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89039200,Motorboats For Pleasure Or Sports; Other Than Outboard Motorboats,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89039900,Other Vessels For Pleasure Or Sports; Nes; Rowing Boats And Canoes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
89040000,Tugs And Pusher Craft,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89051000,Dredgers,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
89052000,Floating Or Submersible Drilling Or Production Platforms,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89059000,Oth. Light Vessels; Fire-Floats; Floating Cranes; Etc; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89061000,WARSHIPS,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
89069000,OTHER VESSELS; EXCLUDING WARSHIPS,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89071000,Inflatable Rafts,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89079000,Oth.Floating Structures(Egtanks;Cofferdams;Landingstages;Buoys/Beacons)Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
89080000,Vessels and other floating structures for breaking up.,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
90011010,OPTICAL FIBRES & COLOR OPTICAL FIBER  IMP. BY VAT REG. OPTICAL FIBRE CABLE Mfg. IND.,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90011090,COLOR OPTICAL FIBRES EXCLUDING  IMPORTED BY VAT REGISTERED OPTICAL FIBRE CABLE MFG.INDUS,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90012000,Sheets And Plates Of Polarising Material; Unmounted,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90013000,Contact Lenses,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90014000,Spectacle Lenses Of Glass,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90015000,Spectacle Lenses (Excl. Of Glass),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90019010,Blanks And Demos Of Plastic,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90019090,Oth. Prisms; Mirrors And Other Optical Elements; Unmounted; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90021100,Mounted Objective Lenses; Of Any Material; For Cameras; Projectors; Etc,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90021900,Mounted Objective Lenses; Of Any Material; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90022000,Mounted Filters; Of Any Material,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90029000,Oth. Mounted Lenses; Prisms; Mirrors; Etc; Of Any Material; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90031100,Frames And Mountings For Spectacles; Goggles Or The Like; Of Plastics; TV,CD 25%,SD 10%,VAT 15%,AIT 5%,RD 3%,ATV 5%,75.84,
90031900,Frames And Mountings For Spectacles; Goggles Or The Like; Nes; TV,CD 25%,SD 10%,VAT 15%,AIT 5%,RD 3%,ATV 5%,75.84,
90039000,Other Parts Of Frames And Mountings For Spectacles; Goggles Or The Like,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90041000,Sunglasses; TV,CD 25%,SD 10%,VAT 15%,AIT 5%,RD 3%,ATV 5%,75.84,
90049000,Spectacles; Goggles And The Like (Excl. Sunglasses); TV,CD 25%,SD 10%,VAT 15%,AIT 5%,RD 3%,ATV 5%,75.84,
90051000,Binoculars,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90058000,Other Instruments (Excl. Binoculars) Such As Optical Telescopes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90059000,Parts And Accessories (Incl. Mountings) Of Binoculars; Etc,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90063000,Cameras For Underwater Use; For Aerial Survey; For Medical Purposes...,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90064000,Instant Print Cameras,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90065100,Cameras With A Through-The-Lens Viewfinder (Slr); Taking =<35mm Film,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90065200,Cameras; Nes; Taking <35mm Roll Film,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90065300,Cameras; Nes; Taking 35mm Roll Film,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90065900,Cameras;Nes (Not Cine-),CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90066100,Discharge Lamp (Electronic) Flashlight Apparatus,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90066900,Photographic Flashlight Apparatus; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90069100,Parts And Accessories For Cameras (Not Cine-),CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90069900,Parts And Accessories For Photographic Flashlight Apparatus,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90071010,Cameras  For film of less than 16 mm width or for double-8 mm film:,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90071090,Cameras  (Other than  For film of less than 16 mm width or for double-8 mm film),CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90072010,Other Of Film Less Than 16mm,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90072090,Other Cinematographic Projectors Nes.,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90079100,Parts And Accessories For Cinematographic Cameras,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90079200,Parts And Accessories For Cinematographic Projectors,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90085000,Projectors; enlargers and reducers,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90089000,Parts And Accessories Of Image Projectors; Photo Enlargers/Reducers,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90101000,Apparatus And Equipment For Automatically Developing Photographic Film,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90105000,Oth Apparatus & Equipment For Photographic(& Cinema.)Labs;Nes;Negatoscopes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90106000,Projection Screens,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90109000,Parts And Accessories Of Photo-Laboratory Apparatus Of 90.10,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90111000,Stereoscopic Microscopes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90112000,Optical Microscopes; For Microphotography... Or Microprojection,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90118000,Other Optical Microscopes; Nes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90119000,Parts And Accessories Of Optical Microscopes Of 90.11,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90121000,Microscopes (Excl. Optical Microscopes) And Diffraction Apparatus,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90129000,Parts And Accessories Of Microscopes And Diffraction Apparatus Of 90.12,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90131000,Telescopic Sights For Fitting To Arms; Periscopes; Etc,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90132000,Lasers; Other Than Laser Diodes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90138010,Optical devices; appliances and instruments; nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90138090,Optical devices; appliances and instruments; nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90139010,Parts And Accessories Of Lasers And Optical Devices; Nes; Of 90.13,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90139090,Parts And Accessories Of Lasers And Optical Devices; Nes; Of 90.13,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90141000,Direction Finding Compasses,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90142000,Instruments/Apparatus For Aeronautical/Space Navigation (Excl Compasses),CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90148010,Instruments And Apparatus For Navigation; Nes,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
90148090,Instruments And Apparatus For Navigation; Nes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90149000,Parts And Accessories Of Instruments And Apparatus For Navigation,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90151000,Rangefinders,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90152000,Theodolites And Tacheometers,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90153000,Levels For Surveying,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90154000,Photogrammetrical; Surveying Instruments And Appliances,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90158010,Other Instruments And Appliances For Meteorological... Purposes; Nes,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
90158090,Other Instruments And Appliances For Meteorological... Purposes; Nes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90159000,Parts And Accessories Of Surveying... Instruments/Apparatus Of 90.15,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90160000,Balances Of A Sensitivity Of 5cg Or Better; With Or Without Weights,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90171000,Drafting Tables And Machines; Wheather Or Not Automatic,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90172000,Other drawing; marking-out or mathematical calculating instruments:,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90173000,Micrometers; Calipers And Gauges,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90178010,Plotter,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90178090,Other Instruments,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90179000,Parts And Accessories Of Drawing/Measuring Instruments Of 90.17,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90181100,Electro-Cardiographs,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90181200,Ultrasonic Scanning Apparatus,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90181300,Magnetic Resonance Imaging Apparatus,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90181400,Scintigraphic Apparatus,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90181910,Other Electro-Diagnostic Apparatus Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90181990,Other Electro-Diagnostic Apparatus Nes,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90182000,Ultra-Violet Or Infra-Red Apparatus; For Medical; Surgical... Sciences,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90183110,Prefilled glass/plastic syringes with needles; needles shield; plunger and rubber stoppe,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183120,Portable infusion pump (syringe driver),CD 0%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,26.33,
90183130,Plastic syringe with or without needles,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183140,Auto disable syringe,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183190,Syringes; NES,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183200,Tubular Metal Needles And Needles For Sutures; For Medical... Sciences,CD 10%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,21.97,
90183911,Infusion set with or without IV fluid bag,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
90183912,Blood transfusion set,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183913,Feeding tube,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183914,IV cannulae,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183915,Scalp vein set,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183916,Suction catheter,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183917,Blood Lancet,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183919,Infusion set with or without IV fluid bag,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183920,Insulin Pen/Insulin cartridge,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
90183930,Urine drainage bag,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90183940,FISTULA NEEDLE,CD 5%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,19.84,
90183990,Other syringes; needles; catheters; cannulae and the like,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
90184100,Dental Drill Engines......Equipments,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90184900,Instruments And Appliances Used In Dental Sciences (Excl. Drill Engines),CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90185000,Other Ophthalmic Instruments And Appliances,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90189010,Biology Boxes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90189020,Kidney Dialysis Machines/Baby Incubator,CD 0%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,21.33,
90189030,Angiographic catheter wire; guidy catheter wire....balloons; stents,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
90189090,Other,CD 5%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,16.65,
90191010,Mechano-Therapy Appliances,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90191020,Massage Apparatus,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
90191090,Mechano-Therapy Appliances;Massage Apparatus;Psychological Appatatus Nes.,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90192010,Oxygen-Therapy And Artificial Respiration Apparatus Incld. Heart/Lung ....,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
90192090,Ozone Therapy;Oxygen Therapy;Aerosol Therapy;Respiration Apparatus Nes.,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90200000,Other Breathing Appliances And Gas Masks,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
90211000,ORTHOPAEDIC OR FRACTURE APPLIANCES,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
